,Variety,Country,Province,Region,Subregion,count,geo_normalized
1952,Chardonnay,US,California,Central Coast,Santa Margarita Ranch,2,"Paso Robles, Central Coast, California, USA"
1953,Chardonnay,US,California,Central Coast,Santa Maria Valley,181,"Santa Barbara, Central Coast, California, USA"
1954,Chardonnay,US,California,Central Coast,Santa Ynez Valley,19,"Santa Barbara, Central Coast, California, USA"
1955,Chardonnay,US,California,Central Coast,Sta. Rita Hills,233,"Santa Barbara, Central Coast, California, USA"
1957,Chardonnay,US,California,Central Valley,Clarksburg,11,"Inland Valleys, California, USA"
1958,Chardonnay,US,California,Central Valley,Dunnigan Hills,17,"Inland Valleys, California, USA"
1959,Chardonnay,US,California,Central Valley,Lodi,83,"Inland Valleys, California, USA"
1960,Chardonnay,US,California,Central Valley,River Junction,7,"Inland Valleys, California, USA"
1961,Chardonnay,US,California,Central Valley,Yolo County,2,"Inland Valleys, California, USA"
1963,Chardonnay,US,California,Lake County,Guenoc Valley,2,"Clear Lake, North Coast, California"
1964,Chardonnay,US,California,Lake County,Lake County,26,"Clear Lake, North Coast, California"
1965,Chardonnay,US,California,Lake County,Red Hills,6,"Clear Lake, North Coast, California"
1966,Chardonnay,US,California,Mendocino County,Anderson Valley,53,"Mendocino, North Coast, California, USA"
1968,Chardonnay,US,California,Mendocino County,Mendocino,55,"Mendocino, North Coast, California, USA"
1969,Chardonnay,US,California,Mendocino County,Mendocino County,73,"Mendocino, North Coast, California, USA"
1970,Chardonnay,US,California,Mendocino County,Mendocino Ridge,11,"Mendocino, North Coast, California, USA"
1971,Chardonnay,US,California,Mendocino County,Potter Valley,11,"Mendocino, North Coast, California, USA"
1973,Chardonnay,US,California,Napa,Carneros-Napa Valley,11,"Napa Valley, North Coast, California, USA"
1975,Chardonnay,US,California,Napa,Coombsville,9,"Napa Valley, North Coast, California, USA"
1977,Chardonnay,US,California,Napa,Mount Veeder,8,"Napa Valley, North Coast, California, USA"
1978,Chardonnay,US,California,Napa,Napa County,2,"Napa Valley, North Coast, California, USA"
1979,Chardonnay,US,California,Napa,Napa Valley,256,"Napa Valley, North Coast, California, USA"
1980,Chardonnay,US,California,Napa,Oak Knoll District,24,"Napa Valley, North Coast, California, USA"
1981,Chardonnay,US,California,Napa,Oakville,4,"Napa Valley, North Coast, California, USA"
1982,Chardonnay,US,California,Napa,Rutherford,7,"Napa Valley, North Coast, California, USA"
1983,Chardonnay,US,California,Napa,Spring Mountain District,7,"Napa Valley, North Coast, California, USA"
1984,Chardonnay,US,California,Napa,St. Helena,2,"Napa Valley, North Coast, California, USA"
1986,Chardonnay,US,California,Napa,Yountville,11,"Napa Valley, North Coast, California, USA"
1987,Chardonnay,US,California,Napa-Sonoma,Carneros,280,"Napa-Sonoma, North Coast, California, USA"
1988,Chardonnay,US,California,Napa-Sonoma,Los Carneros,42,"Napa-Sonoma, North Coast, California, USA"
1990,Chardonnay,US,California,North Coast,Marin County,2,"San Francisco Bay, Central Coast, California, USA"
1991,Chardonnay,US,California,North Coast,North Coast,47,
1994,Chardonnay,US,California,North Coast,Willow Creek,3,"Humboldt County, North Coast, California, USA"
1995,Chardonnay,US,California,North Coast,Yorkville Highlands,3,"Mendocino, North Coast, California, USA"
1997,Chardonnay,US,California,Sierra Foothills,Calaveras County,3,"Sierra Foothills, California, USA"
1998,Chardonnay,US,California,Sierra Foothills,El Dorado,12,"Sierra Foothills, California, USA"
2000,Chardonnay,US,California,Sierra Foothills,Sierra Foothills,10,"Sierra Foothills, California, USA"
2001,Chardonnay,US,California,Sonoma,Alexander Valley,25,"Sonoma Valley, North Coast, California, USA"
2002,Chardonnay,US,California,Sonoma,Bennett Valley,9,"Sonoma Valley, North Coast, California, USA"
2003,Chardonnay,US,California,Sonoma,Chalk Hill,11,"Sonoma Valley, North Coast, California, USA"
2004,Chardonnay,US,California,Sonoma,Chalk Hill-Russian River Valley,2,"Sonoma Valley, North Coast, California, USA"
2005,Chardonnay,US,California,Sonoma,Dry Creek Valley,13,"Sonoma Valley, North Coast, California, USA"
2006,Chardonnay,US,California,Sonoma,Fort Ross-Seaview,17,"Sonoma Valley, North Coast, California, USA"
2007,Chardonnay,US,California,Sonoma,Green Valley,43,"Sonoma Valley, North Coast, California, USA"
2008,Chardonnay,US,California,Sonoma,Knights Valley,14,"Sonoma Valley, North Coast, California, USA"
2009,Chardonnay,US,California,Sonoma,Petaluma Gap,2,"Sonoma Valley, North Coast, California, USA"
2010,Chardonnay,US,California,Sonoma,Russian River Valley,631,"Sonoma Valley, North Coast, California, USA"
2012,Chardonnay,US,California,Sonoma,Sonoma Coast,343,"Sonoma Valley, North Coast, California, USA"
2013,Chardonnay,US,California,Sonoma,Sonoma County,105,"Sonoma Valley, North Coast, California, USA"
2014,Chardonnay,US,California,Sonoma,Sonoma Mountain,21,"Sonoma Valley, North Coast, California, USA"
2015,Chardonnay,US,California,Sonoma,Sonoma Valley,44,"Sonoma Valley, North Coast, California, USA"
2016,Chardonnay,US,California,South Coast,Antelope Valley of the California High Desert,2,"South Coast, California, USA"
2017,Chardonnay,US,California,South Coast,Los Angeles County,4,"South Coast, California, USA"
2019,Chardonnay,US,California,South Coast,Malibu-Newton Canyon,2,"South Coast, California, USA"
2020,Chardonnay,US,California,South Coast,San Diego County,2,"South Coast, California, USA"
2023,Chardonnay,US,California,South Coast,Temecula Valley,12,"South Coast, California, USA"
2024,Chardonnay,US,Colorado,Colorado,none,7,"Colorado, USA"
2025,Chardonnay,US,Colorado,Grand Valley,none,3,"Colorado, USA"
2028,Chardonnay,US,Idaho,Idaho,none,6,"Idaho, USA"
2029,Chardonnay,US,Idaho,none,none,13,"Idaho, USA"
2031,Chardonnay,US,Massachusetts,Southeastern New England,none,2,"Massachussets, USA"
2032,Chardonnay,US,Michigan,Lake Michigan Shore,none,4,"Michigan, USA"
2033,Chardonnay,US,Michigan,Leelanau Peninsula,none,3,"Michigan, USA"
2034,Chardonnay,US,Michigan,Old Mission Peninsula,none,3,"Michigan, USA"
2036,Chardonnay,US,New Jersey,New Jersey,none,3,"New Jersey, USA"
2037,Chardonnay,US,New Jersey,Outer Coastal Plain,none,5,"New Jersey, USA"
2038,Chardonnay,US,New Mexico,New Mexico,none,3,"New Mexico, USA"
2039,Chardonnay,US,New York,Finger Lakes,Cayuga Lake,21,"Finger Lakes, New York, USA"
2040,Chardonnay,US,New York,Finger Lakes,Finger Lakes,235,"Finger Lakes, New York, USA"
2041,Chardonnay,US,New York,Finger Lakes,Seneca Lake,13,"Finger Lakes, New York, USA"
2042,Chardonnay,US,New York,Long Island,Long Island,24,"Long Island, New York, USA"
2043,Chardonnay,US,New York,Long Island,North Fork of Long Island,177,"Long Island, New York, USA"
2044,Chardonnay,US,New York,New York Other,Hudson River Region,18,"Hudson Valley, New York, USA"
2045,Chardonnay,US,New York,New York Other,New York,23,
2046,Chardonnay,US,North Carolina,North Carolina,none,2,"North Carolina, USA"
2047,Chardonnay,US,North Carolina,Yadkin Valley,none,3,"North Carolina, USA"
2048,Chardonnay,US,Ohio,Grand River Valley,none,2,"Ohio, USA"
2049,Chardonnay,US,Oregon,Oregon Other,Columbia Gorge (OR),20,"Columbia Valley, Oregon, USA"
2050,Chardonnay,US,Oregon,Oregon Other,Columbia Valley (OR),10,"Columbia Valley, Oregon, USA"
2051,Chardonnay,US,Oregon,Oregon Other,Oregon,65,
2052,Chardonnay,US,Oregon,Southern Oregon,Applegate Valley,8,"Southern Oregon, Oregon, USA"
2053,Chardonnay,US,Oregon,Southern Oregon,Rogue Valley,35,"Southern Oregon, Oregon, USA"
2054,Chardonnay,US,Oregon,Southern Oregon,Southern Oregon,12,"Southern Oregon, Oregon, USA"
2055,Chardonnay,US,Oregon,Southern Oregon,Umpqua Valley,10,"Southern Oregon, Oregon, USA"
2056,Chardonnay,US,Oregon,Willamette Valley,Chehalem Mountains,49,"Willamette Valley, Oregon, USA"
